StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EduTech,StressLevel,FinalGrade,PerformanceCategory,AttendanceBucket,StudyHoursBucket,StressBucket
19,62,0,Unknown,2,Unknown,Male,22,Kinesthetic,Unknown,1,82,66,Unknown,2,2,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
19,62,1,Unknown,0,Unknown,Male,18,Auditory,Unknown,0,95,98,Unknown,2,0,High,Moderate (60–74%),Moderate (10–19 hrs),Low
19,62,1,Unknown,0,Unknown,Male,22,Kinesthetic,Unknown,1,82,66,Unknown,2,2,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
19,62,2,Unknown,1,Unknown,Male,18,Auditory,Unknown,0,95,98,Unknown,2,0,High,Moderate (60–74%),Moderate (10–19 hrs),Low
19,62,2,Unknown,1,Unknown,Male,22,Kinesthetic,Unknown,1,82,66,Unknown,2,2,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
19,62,1,Unknown,0,Unknown,Male,18,Auditory,Unknown,0,95,98,Unknown,2,0,High,Moderate (60–74%),Moderate (10–19 hrs),Low
19,62,1,Unknown,0,Unknown,Male,22,Kinesthetic,Unknown,1,82,66,Unknown,2,2,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
19,62,1,Unknown,2,Unknown,Male,18,Auditory,Unknown,0,95,98,Unknown,2,0,High,Moderate (60–74%),Moderate (10–19 hrs),Low
19,62,1,Unknown,2,Unknown,Male,22,Kinesthetic,Unknown,1,82,66,Unknown,2,2,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
19,62,1,Unknown,0,Unknown,Male,18,Auditory,Unknown,0,95,98,Unknown,2,0,High,Moderate (60–74%),Moderate (10–19 hrs),Low
19,62,1,Unknown,0,Unknown,Male,22,Kinesthetic,Unknown,1,82,66,Unknown,2,2,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
20,66,1,Unknown,2,Unknown,Female,25,Reading/Writing,Unknown,1,85,98,Unknown,2,0,High,Moderate (60–74%),Intensive (>=20 hrs),Low
20,66,2,Unknown,1,Unknown,Female,25,Reading/Writing,Unknown,1,85,98,Unknown,2,0,High,Moderate (60–74%),Intensive (>=20 hrs),Low
20,66,1,Unknown,0,Unknown,Female,25,Reading/Writing,Unknown,1,85,98,Unknown,2,0,High,Moderate (60–74%),Intensive (>=20 hrs),Low
20,66,2,Unknown,2,Unknown,Female,25,Reading/Writing,Unknown,1,85,98,Unknown,2,0,High,Moderate (60–74%),Intensive (>=20 hrs),Low
20,66,0,Unknown,0,Unknown,Female,25,Reading/Writing,Unknown,1,85,98,Unknown,2,0,High,Moderate (60–74%),Intensive (>=20 hrs),Low
20,66,0,Unknown,1,Unknown,Female,25,Reading/Writing,Unknown,1,85,98,Unknown,2,0,High,Moderate (60–74%),Intensive (>=20 hrs),Low
20,66,1,Unknown,0,Unknown,Female,25,Reading/Writing,Unknown,1,85,98,Unknown,2,0,High,Moderate (60–74%),Intensive (>=20 hrs),Low
18,64,1,Unknown,2,Unknown,Male,26,Kinesthetic,Unknown,1,52,94,Unknown,1,0,High,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,1,Unknown,2,Unknown,Male,26,Reading/Writing,Unknown,1,65,72,Unknown,2,1,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,1,Unknown,2,Unknown,Male,25,Auditory,Unknown,1,57,99,Unknown,1,0,High,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,1,Unknown,2,Unknown,Male,28,Kinesthetic,Unknown,1,96,60,Unknown,2,2,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,0,Unknown,0,Unknown,Male,26,Kinesthetic,Unknown,1,52,94,Unknown,1,0,High,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,0,Unknown,0,Unknown,Male,26,Reading/Writing,Unknown,1,65,72,Unknown,2,1,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,0,Unknown,0,Unknown,Male,25,Auditory,Unknown,1,57,99,Unknown,1,0,High,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,0,Unknown,0,Unknown,Male,28,Kinesthetic,Unknown,1,96,60,Unknown,2,2,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,0,Unknown,0,Unknown,Male,26,Kinesthetic,Unknown,1,52,94,Unknown,1,0,High,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,0,Unknown,0,Unknown,Male,26,Reading/Writing,Unknown,1,65,72,Unknown,2,1,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,0,Unknown,0,Unknown,Male,25,Auditory,Unknown,1,57,99,Unknown,1,0,High,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,0,Unknown,0,Unknown,Male,28,Kinesthetic,Unknown,1,96,60,Unknown,2,2,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,2,Unknown,1,Unknown,Male,26,Kinesthetic,Unknown,1,52,94,Unknown,1,0,High,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,2,Unknown,1,Unknown,Male,26,Reading/Writing,Unknown,1,65,72,Unknown,2,1,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,2,Unknown,1,Unknown,Male,25,Auditory,Unknown,1,57,99,Unknown,1,0,High,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,2,Unknown,1,Unknown,Male,28,Kinesthetic,Unknown,1,96,60,Unknown,2,2,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,1,Unknown,2,Unknown,Male,26,Kinesthetic,Unknown,1,52,94,Unknown,1,0,High,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,1,Unknown,2,Unknown,Male,26,Reading/Writing,Unknown,1,65,72,Unknown,2,1,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,1,Unknown,2,Unknown,Male,25,Auditory,Unknown,1,57,99,Unknown,1,0,High,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,1,Unknown,2,Unknown,Male,28,Kinesthetic,Unknown,1,96,60,Unknown,2,2,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,1,Unknown,1,Unknown,Male,26,Kinesthetic,Unknown,1,52,94,Unknown,1,0,High,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,1,Unknown,1,Unknown,Male,26,Reading/Writing,Unknown,1,65,72,Unknown,2,1,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,1,Unknown,1,Unknown,Male,25,Auditory,Unknown,1,57,99,Unknown,1,0,High,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,1,Unknown,1,Unknown,Male,28,Kinesthetic,Unknown,1,96,60,Unknown,2,2,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,1,Unknown,1,Unknown,Male,26,Kinesthetic,Unknown,1,52,94,Unknown,1,0,High,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,1,Unknown,1,Unknown,Male,26,Reading/Writing,Unknown,1,65,72,Unknown,2,1,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,1,Unknown,1,Unknown,Male,25,Auditory,Unknown,1,57,99,Unknown,1,0,High,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,1,Unknown,1,Unknown,Male,28,Kinesthetic,Unknown,1,96,60,Unknown,2,2,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,1,Unknown,1,Unknown,Male,26,Kinesthetic,Unknown,1,52,94,Unknown,1,0,High,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,1,Unknown,1,Unknown,Male,26,Reading/Writing,Unknown,1,65,72,Unknown,2,1,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,1,Unknown,1,Unknown,Male,25,Auditory,Unknown,1,57,99,Unknown,1,0,High,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,1,Unknown,1,Unknown,Male,28,Kinesthetic,Unknown,1,96,60,Unknown,2,2,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,1,Unknown,1,Unknown,Male,26,Kinesthetic,Unknown,1,52,94,Unknown,1,0,High,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,1,Unknown,1,Unknown,Male,26,Reading/Writing,Unknown,1,65,72,Unknown,2,1,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,1,Unknown,1,Unknown,Male,25,Auditory,Unknown,1,57,99,Unknown,1,0,High,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,1,Unknown,1,Unknown,Male,28,Kinesthetic,Unknown,1,96,60,Unknown,2,2,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,1,Unknown,1,Unknown,Male,26,Kinesthetic,Unknown,1,52,94,Unknown,1,0,High,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,1,Unknown,1,Unknown,Male,26,Reading/Writing,Unknown,1,65,72,Unknown,2,1,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,1,Unknown,1,Unknown,Male,25,Auditory,Unknown,1,57,99,Unknown,1,0,High,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,1,Unknown,1,Unknown,Male,28,Kinesthetic,Unknown,1,96,60,Unknown,2,2,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,2,Unknown,0,Unknown,Male,26,Kinesthetic,Unknown,1,52,94,Unknown,1,0,High,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,2,Unknown,0,Unknown,Male,26,Reading/Writing,Unknown,1,65,72,Unknown,2,1,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,2,Unknown,0,Unknown,Male,25,Auditory,Unknown,1,57,99,Unknown,1,0,High,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,2,Unknown,0,Unknown,Male,28,Kinesthetic,Unknown,1,96,60,Unknown,2,2,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,2,Unknown,0,Unknown,Male,26,Kinesthetic,Unknown,1,52,94,Unknown,1,0,High,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,2,Unknown,0,Unknown,Male,26,Reading/Writing,Unknown,1,65,72,Unknown,2,1,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,2,Unknown,0,Unknown,Male,25,Auditory,Unknown,1,57,99,Unknown,1,0,High,Moderate (60–74%),Moderate (10–19 hrs),Low
18,64,2,Unknown,0,Unknown,Male,28,Kinesthetic,Unknown,1,96,60,Unknown,2,2,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
15,64,1,Unknown,2,Unknown,Female,22,Visual,Unknown,1,97,61,Unknown,1,2,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
15,64,1,Unknown,2,Unknown,Female,26,Kinesthetic,Unknown,1,79,55,Unknown,1,2,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
15,64,2,Unknown,2,Unknown,Female,22,Visual,Unknown,1,97,61,Unknown,1,2,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
15,64,2,Unknown,2,Unknown,Female,26,Kinesthetic,Unknown,1,79,55,Unknown,1,2,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
15,64,1,Unknown,0,Unknown,Female,22,Visual,Unknown,1,97,61,Unknown,1,2,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
15,64,1,Unknown,0,Unknown,Female,26,Kinesthetic,Unknown,1,79,55,Unknown,1,2,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
15,64,1,Unknown,0,Unknown,Female,22,Visual,Unknown,1,97,61,Unknown,1,2,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
15,64,1,Unknown,0,Unknown,Female,26,Kinesthetic,Unknown,1,79,55,Unknown,1,2,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
15,64,1,Unknown,1,Unknown,Female,22,Visual,Unknown,1,97,61,Unknown,1,2,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
15,64,1,Unknown,1,Unknown,Female,26,Kinesthetic,Unknown,1,79,55,Unknown,1,2,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
23,84,1,Unknown,0,Unknown,Female,26,Auditory,Unknown,1,75,76,Unknown,0,1,Medium,Good (75–89%),Intensive (>=20 hrs),Low
23,84,1,Unknown,0,Unknown,Female,24,Auditory,Unknown,1,61,62,Unknown,1,2,Medium,Good (75–89%),Intensive (>=20 hrs),Low
23,84,1,Unknown,0,Unknown,Female,29,Visual,Unknown,1,87,49,Unknown,1,3,Low,Good (75–89%),Intensive (>=20 hrs),Low
23,84,1,Unknown,0,Unknown,Female,22,Kinesthetic,Unknown,0,52,67,Unknown,1,2,Medium,Good (75–89%),Intensive (>=20 hrs),Low
23,84,0,Unknown,1,Unknown,Female,26,Auditory,Unknown,1,75,76,Unknown,0,1,Medium,Good (75–89%),Intensive (>=20 hrs),Low
23,84,0,Unknown,1,Unknown,Female,24,Auditory,Unknown,1,61,62,Unknown,1,2,Medium,Good (75–89%),Intensive (>=20 hrs),Low
23,84,0,Unknown,1,Unknown,Female,29,Visual,Unknown,1,87,49,Unknown,1,3,Low,Good (75–89%),Intensive (>=20 hrs),Low
23,84,0,Unknown,1,Unknown,Female,22,Kinesthetic,Unknown,0,52,67,Unknown,1,2,Medium,Good (75–89%),Intensive (>=20 hrs),Low
23,84,0,Unknown,1,Unknown,Female,26,Auditory,Unknown,1,75,76,Unknown,0,1,Medium,Good (75–89%),Intensive (>=20 hrs),Low
23,84,0,Unknown,1,Unknown,Female,24,Auditory,Unknown,1,61,62,Unknown,1,2,Medium,Good (75–89%),Intensive (>=20 hrs),Low
23,84,0,Unknown,1,Unknown,Female,29,Visual,Unknown,1,87,49,Unknown,1,3,Low,Good (75–89%),Intensive (>=20 hrs),Low
23,84,0,Unknown,1,Unknown,Female,22,Kinesthetic,Unknown,0,52,67,Unknown,1,2,Medium,Good (75–89%),Intensive (>=20 hrs),Low
23,84,0,Unknown,0,Unknown,Female,26,Auditory,Unknown,1,75,76,Unknown,0,1,Medium,Good (75–89%),Intensive (>=20 hrs),Low
23,84,0,Unknown,0,Unknown,Female,24,Auditory,Unknown,1,61,62,Unknown,1,2,Medium,Good (75–89%),Intensive (>=20 hrs),Low
23,84,0,Unknown,0,Unknown,Female,29,Visual,Unknown,1,87,49,Unknown,1,3,Low,Good (75–89%),Intensive (>=20 hrs),Low
23,84,0,Unknown,0,Unknown,Female,22,Kinesthetic,Unknown,0,52,67,Unknown,1,2,Medium,Good (75–89%),Intensive (>=20 hrs),Low
23,84,1,Unknown,0,Unknown,Female,26,Auditory,Unknown,1,75,76,Unknown,0,1,Medium,Good (75–89%),Intensive (>=20 hrs),Low
23,84,1,Unknown,0,Unknown,Female,24,Auditory,Unknown,1,61,62,Unknown,1,2,Medium,Good (75–89%),Intensive (>=20 hrs),Low
23,84,1,Unknown,0,Unknown,Female,29,Visual,Unknown,1,87,49,Unknown,1,3,Low,Good (75–89%),Intensive (>=20 hrs),Low
23,84,1,Unknown,0,Unknown,Female,22,Kinesthetic,Unknown,0,52,67,Unknown,1,2,Medium,Good (75–89%),Intensive (>=20 hrs),Low
29,68,2,Unknown,1,Unknown,Male,25,Kinesthetic,Unknown,1,51,84,Unknown,0,1,High,Moderate (60–74%),Intensive (>=20 hrs),Low
29,68,1,Unknown,1,Unknown,Male,25,Kinesthetic,Unknown,1,51,84,Unknown,0,1,High,Moderate (60–74%),Intensive (>=20 hrs),Low
29,68,0,Unknown,0,Unknown,Male,25,Kinesthetic,Unknown,1,51,84,Unknown,0,1,High,Moderate (60–74%),Intensive (>=20 hrs),Low
29,68,2,Unknown,0,Unknown,Male,25,Kinesthetic,Unknown,1,51,84,Unknown,0,1,High,Moderate (60–74%),Intensive (>=20 hrs),Low
21,69,2,Unknown,1,Unknown,Male,27,Reading/Writing,Unknown,0,80,58,Unknown,2,2,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
21,69,1,Unknown,2,Unknown,Male,27,Reading/Writing,Unknown,0,80,58,Unknown,2,2,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
21,69,1,Unknown,2,Unknown,Male,27,Reading/Writing,Unknown,0,80,58,Unknown,2,2,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
21,69,1,Unknown,0,Unknown,Male,27,Reading/Writing,Unknown,0,80,58,Unknown,2,2,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
21,69,1,Unknown,1,Unknown,Male,27,Reading/Writing,Unknown,0,80,58,Unknown,2,2,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
21,69,0,Unknown,1,Unknown,Male,27,Reading/Writing,Unknown,0,80,58,Unknown,2,2,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
21,69,0,Unknown,1,Unknown,Male,27,Reading/Writing,Unknown,0,80,58,Unknown,2,2,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
21,69,1,Unknown,0,Unknown,Male,27,Reading/Writing,Unknown,0,80,58,Unknown,2,2,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
20,73,1,Unknown,1,Unknown,Female,27,Kinesthetic,Unknown,1,59,50,Unknown,1,3,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
20,73,1,Unknown,1,Unknown,Female,27,Kinesthetic,Unknown,1,59,50,Unknown,1,3,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
20,73,2,Unknown,0,Unknown,Female,27,Kinesthetic,Unknown,1,59,50,Unknown,1,3,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
21,68,0,Unknown,0,Unknown,Male,21,Reading/Writing,Unknown,1,76,67,Unknown,2,2,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
21,68,1,Unknown,1,Unknown,Male,21,Reading/Writing,Unknown,1,76,67,Unknown,2,2,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
21,68,1,Unknown,0,Unknown,Male,21,Reading/Writing,Unknown,1,76,67,Unknown,2,2,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
21,68,2,Unknown,2,Unknown,Male,21,Reading/Writing,Unknown,1,76,67,Unknown,2,2,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
21,68,2,Unknown,1,Unknown,Male,21,Reading/Writing,Unknown,1,76,67,Unknown,2,2,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
20,61,1,Unknown,1,Unknown,Male,25,Reading/Writing,Unknown,1,71,50,Unknown,2,3,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
20,61,1,Unknown,1,Unknown,Male,25,Auditory,Unknown,0,64,52,Unknown,2,3,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
20,61,0,Unknown,1,Unknown,Male,25,Reading/Writing,Unknown,1,71,50,Unknown,2,3,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
20,61,0,Unknown,1,Unknown,Male,25,Auditory,Unknown,0,64,52,Unknown,2,3,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
20,61,1,Unknown,1,Unknown,Male,25,Reading/Writing,Unknown,1,71,50,Unknown,2,3,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
20,61,1,Unknown,1,Unknown,Male,25,Auditory,Unknown,0,64,52,Unknown,2,3,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
20,61,1,Unknown,1,Unknown,Male,25,Reading/Writing,Unknown,1,71,50,Unknown,2,3,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
20,61,1,Unknown,1,Unknown,Male,25,Auditory,Unknown,0,64,52,Unknown,2,3,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
20,61,2,Unknown,1,Unknown,Male,25,Reading/Writing,Unknown,1,71,50,Unknown,2,3,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
20,61,2,Unknown,1,Unknown,Male,25,Auditory,Unknown,0,64,52,Unknown,2,3,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
20,61,1,Unknown,1,Unknown,Male,25,Reading/Writing,Unknown,1,71,50,Unknown,2,3,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
20,61,1,Unknown,1,Unknown,Male,25,Auditory,Unknown,0,64,52,Unknown,2,3,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
20,61,2,Unknown,1,Unknown,Male,25,Reading/Writing,Unknown,1,71,50,Unknown,2,3,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
20,61,2,Unknown,1,Unknown,Male,25,Auditory,Unknown,0,64,52,Unknown,2,3,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
29,81,1,Unknown,1,Unknown,Male,27,Reading/Writing,Unknown,0,81,88,Unknown,1,0,High,Good (75–89%),Intensive (>=20 hrs),Low
29,81,1,Unknown,1,Unknown,Male,19,Kinesthetic,Unknown,0,84,79,Unknown,1,1,Medium,Good (75–89%),Intensive (>=20 hrs),Low
29,81,1,Unknown,0,Unknown,Male,27,Reading/Writing,Unknown,0,81,88,Unknown,1,0,High,Good (75–89%),Intensive (>=20 hrs),Low
29,81,1,Unknown,0,Unknown,Male,19,Kinesthetic,Unknown,0,84,79,Unknown,1,1,Medium,Good (75–89%),Intensive (>=20 hrs),Low
26,96,1,Unknown,1,Unknown,Male,26,Kinesthetic,Unknown,1,55,69,Unknown,0,2,Medium,Excellent (>=90%),Intensive (>=20 hrs),Low
26,96,1,Unknown,1,Unknown,Male,24,Kinesthetic,Unknown,1,58,41,Unknown,2,3,Low,Excellent (>=90%),Intensive (>=20 hrs),Low
26,96,1,Unknown,1,Unknown,Male,22,Visual,Unknown,1,98,55,Unknown,0,2,Medium,Excellent (>=90%),Intensive (>=20 hrs),Low
26,96,1,Unknown,1,Unknown,Male,26,Kinesthetic,Unknown,1,55,69,Unknown,0,2,Medium,Excellent (>=90%),Intensive (>=20 hrs),Low
26,96,1,Unknown,1,Unknown,Male,24,Kinesthetic,Unknown,1,58,41,Unknown,2,3,Low,Excellent (>=90%),Intensive (>=20 hrs),Low
26,96,1,Unknown,1,Unknown,Male,22,Visual,Unknown,1,98,55,Unknown,0,2,Medium,Excellent (>=90%),Intensive (>=20 hrs),Low
33,67,1,Unknown,2,Unknown,Female,19,Visual,Unknown,0,83,51,Unknown,2,3,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
33,67,1,Unknown,2,Unknown,Female,26,Auditory,Unknown,1,90,54,Unknown,1,3,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
33,67,1,Unknown,1,Unknown,Female,19,Visual,Unknown,0,83,51,Unknown,2,3,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
33,67,1,Unknown,1,Unknown,Female,26,Auditory,Unknown,1,90,54,Unknown,1,3,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
15,92,0,Unknown,0,Unknown,Female,19,Kinesthetic,Unknown,0,92,100,Unknown,2,0,High,Excellent (>=90%),Moderate (10–19 hrs),Low
15,92,0,Unknown,0,Unknown,Female,27,Reading/Writing,Unknown,0,70,93,Unknown,1,0,High,Excellent (>=90%),Moderate (10–19 hrs),Low
15,92,0,Unknown,0,Unknown,Female,26,Kinesthetic,Unknown,1,68,86,Unknown,0,0,High,Excellent (>=90%),Moderate (10–19 hrs),Low
15,92,2,Unknown,1,Unknown,Female,19,Kinesthetic,Unknown,0,92,100,Unknown,2,0,High,Excellent (>=90%),Moderate (10–19 hrs),Low
15,92,2,Unknown,1,Unknown,Female,27,Reading/Writing,Unknown,0,70,93,Unknown,1,0,High,Excellent (>=90%),Moderate (10–19 hrs),Low
15,92,2,Unknown,1,Unknown,Female,26,Kinesthetic,Unknown,1,68,86,Unknown,0,0,High,Excellent (>=90%),Moderate (10–19 hrs),Low
15,92,1,Unknown,1,Unknown,Female,19,Kinesthetic,Unknown,0,92,100,Unknown,2,0,High,Excellent (>=90%),Moderate (10–19 hrs),Low
15,92,1,Unknown,1,Unknown,Female,27,Reading/Writing,Unknown,0,70,93,Unknown,1,0,High,Excellent (>=90%),Moderate (10–19 hrs),Low
15,92,1,Unknown,1,Unknown,Female,26,Kinesthetic,Unknown,1,68,86,Unknown,0,0,High,Excellent (>=90%),Moderate (10–19 hrs),Low
25,92,1,Unknown,1,Unknown,Male,22,Visual,Unknown,1,76,83,Unknown,1,1,High,Excellent (>=90%),Intensive (>=20 hrs),Low
25,92,2,Unknown,0,Unknown,Male,22,Visual,Unknown,1,76,83,Unknown,1,1,High,Excellent (>=90%),Intensive (>=20 hrs),Low
25,92,1,Unknown,1,Unknown,Male,22,Visual,Unknown,1,76,83,Unknown,1,1,High,Excellent (>=90%),Intensive (>=20 hrs),Low
33,76,1,Unknown,0,Unknown,Female,25,Kinesthetic,Unknown,0,95,97,Unknown,2,0,High,Good (75–89%),Intensive (>=20 hrs),Low
33,76,1,Unknown,0,Unknown,Female,28,Reading/Writing,Unknown,0,69,44,Unknown,0,3,Low,Good (75–89%),Intensive (>=20 hrs),Low
33,76,1,Unknown,0,Unknown,Female,26,Auditory,Unknown,1,53,88,Unknown,1,0,High,Good (75–89%),Intensive (>=20 hrs),Low
33,76,1,Unknown,0,Unknown,Female,27,Reading/Writing,Unknown,0,85,45,Unknown,1,3,Low,Good (75–89%),Intensive (>=20 hrs),Low
15,67,1,Unknown,0,Unknown,Female,25,Kinesthetic,Unknown,1,74,43,Unknown,1,3,Low,Moderate (60–74%),Moderate (10–19 hrs),Low
15,67,2,Unknown,2,Unknown,Female,25,Kinesthetic,Unknown,1,74,43,Unknown,1,3,Low,Moderate (60–74%),Moderate (10–19 hrs),Low
15,67,1,Unknown,1,Unknown,Female,25,Kinesthetic,Unknown,1,74,43,Unknown,1,3,Low,Moderate (60–74%),Moderate (10–19 hrs),Low
15,70,1,Unknown,1,Unknown,Female,20,Reading/Writing,Unknown,1,88,41,Unknown,1,3,Low,Moderate (60–74%),Moderate (10–19 hrs),Low
15,70,1,Unknown,1,Unknown,Female,27,Visual,Unknown,0,76,49,Unknown,2,3,Low,Moderate (60–74%),Moderate (10–19 hrs),Low
15,70,1,Unknown,0,Unknown,Female,20,Reading/Writing,Unknown,1,88,41,Unknown,1,3,Low,Moderate (60–74%),Moderate (10–19 hrs),Low
15,70,1,Unknown,0,Unknown,Female,27,Visual,Unknown,0,76,49,Unknown,2,3,Low,Moderate (60–74%),Moderate (10–19 hrs),Low
16,71,1,Unknown,1,Unknown,Female,25,Auditory,Unknown,0,59,55,Unknown,0,2,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
16,71,1,Unknown,1,Unknown,Female,26,Kinesthetic,Unknown,1,89,73,Unknown,1,1,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
16,71,2,Unknown,1,Unknown,Female,25,Auditory,Unknown,0,59,55,Unknown,0,2,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
16,71,2,Unknown,1,Unknown,Female,26,Kinesthetic,Unknown,1,89,73,Unknown,1,1,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
16,71,2,Unknown,0,Unknown,Female,25,Auditory,Unknown,0,59,55,Unknown,0,2,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
16,71,2,Unknown,0,Unknown,Female,26,Kinesthetic,Unknown,1,89,73,Unknown,1,1,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
7,82,2,Unknown,1,Unknown,Male,27,Kinesthetic,Unknown,1,54,44,Unknown,2,3,Low,Good (75–89%),Low (1–9 hrs),Low
7,82,2,Unknown,1,Unknown,Male,18,Auditory,Unknown,1,60,75,Unknown,2,1,Medium,Good (75–89%),Low (1–9 hrs),Low
7,82,2,Unknown,1,Unknown,Male,27,Kinesthetic,Unknown,1,54,44,Unknown,2,3,Low,Good (75–89%),Low (1–9 hrs),Low
